,Word,Definition,Verb
3098,tabgo tetigi tactum,['to touch\n'],True
3099,tabula,"['board', 'plank', 'gaming board', 'painted panel\n']",False
3100,taceo tacuitacitum,"['to be silent', 'leave unmentioned\n']",True
3101,tactus,"['sense of feeling', 'touch\n']",False
3102,"taedium, tedium","['disgust', 'weariness', 'boredom\n']",False
3103,"talio, -onis",['retribution\n'],False
3104,talis,"['of such a kind', 'such\n']",False
3105,talus,"['the ankle', 'ankle bone,\n']",False
3106,tam ... quam,['as  as possible\n'],False
3107,tam,"['to such a degree', 'so', 'so far \n']",True
3108,tamdiu,['for such a long time\n'],False
3109,tamen,"['notwithstanding', 'nevertheless', 'yet', 'still', 'for all that\n']",False
3110,tametsi,"['even if', 'although\n']",False
3111,tamisium,"['sieve', ' sifter (Herimann', 'p 308)\n']",False
3112,tamquam tanquam,"['as', 'just as', 'like as', 'just as if\n']",False
3113,tandem,"['adv at last', 'finally\n']",False
3114,tantillus,"['so little', 'so small \n']",False
3115,tantum,['only\n'],False
3116,tantummodo,"['only just', 'just so long as\n']",False
3117,tantus,"['so large', 'so great', 'of such a size\n']",False
3118,tardus,"['slow', 'late', 'tardy\n']",False
3119,Taruennam,['The Rouanne\n'],False
3120,te,"[""(abl)  you / no one's sweeter than YOU\n""]",False
3121,te,"['(acc) you / I got YOU', 'babe\n']",False
3122,tego texi tectum,"['to cover', 'bury', 'conceal', 'hide', 'protect', 'shield\n']",True
3123,temeritas,"['rashness', 'temerity\n']",False
3124,temperantia,"['moderation', 'self-control', 'temperance\n']",False
3125,tempero,"['to mix properly', 'temper', 'regulate', 'mitigate\n']",True
3126,tempero,"['be moderate', 'control oneself\n']",False
3127,tempero,"['(+abl or with ab) to keep from', 'refrain from\n']",False
3128,tempero,"['(+ dat) to control', 'use with moderation', 'spare', '\n']",False
3129,tempestas,"['storm', 'weather\n']",False
3130,Templovium,"['Templeuve', 'villa near Cisoing\n']",False
3131,templum,"['sacred precinct', 'temple', 'sometimes church\n']",False
3132,temptatio,"['trial', 'temptation\n']",False
3133,tempus temporis,['time\n'],False
3134,tenax,"['grasping', 'stingy', 'clinging', 'frugal', 'obstinate\n']",False
3135,tendo,"['to direct', 'try', 'attempt', 'stretch', 'extend', 'present', 'give\n']",True
3136,tendo,"[""to direct one's course"", 'tend', 'make or head for\n']",True
3137,teneo,"['to keep on', 'persist', 'persevere', 'endure\n']",True
3138,teneo,"['to hold', 'keep', 'possess', 'maintain \n']",True
3139,teneo,"['to grasp', 'know', 'understand\n']",True
3140,tener tenera tenerum,"['tender', 'delicate', 'soft', 'young\n']",False
3141,tenuis,"['thin', 'slight', 'feeble', 'slim', 'slender\n']",False
3142,tenus,"['prep With abl as far as', 'up to', 'to', 'down to\n']",False
3143,tenus,"['(after a name in abl or gen) up to', 'down to as far as\n']",False
3144,tepesco,"['to cool', 'grow lukewarm', 'decrease\n']",True
3145,tepidus,"['warm', 'luke-warm', 'tepid\n']",False
3146,ter,"['three times', 'thrice\n']",False
3147,terebro,"['to bore through', 'perforate \n']",True
3148,teres,"['rounded', 'polished', 'smooth', 'fine', 'elegant\n']",False
3149,terga dare,"['to flee', 'retreat', 'run away\n']",True
3150,tergeo tergo tersi tersum,"['to wipe', 'scour', 'clean\n']",True
3151,tergiversatio,"['backwardness', 'reluctance', 'evasion\n']",False
3152,tergo (a tergo ),"['in the rear', 'from behind\n']",False
3153,tergum,"['skin', 'hide \n']",False
3154,tergum,"['back', 'rear\n']",False
3155,tergus,"['the back / skin', 'hide', 'leather\n']",False
3156,termes,['a tree branch (especially olive)\n'],False
3157,terminatio,"['termination', 'determination', 'setting of boundaries\n']",False
3158,termino,"['restrict', 'define', 'close', 'set a limit to\n']",False
3159,terminus,"['a boundary mark', 'limit', 'end', 'border\n']",False
3160,tero trivi tritum,"['to rub', 'wear out\n']",True
3161,terra,"['earth', 'ground', 'land', 'country', 'soil\n']",False
3162,terreo,"['to frighten', 'terrify', 'scare away', 'deter\n']",True
3163,territo,"['to scare', 'frighten', 'intimidate\n']",True
3164,terror,"['fright', 'fear', 'terror\n']",False
3165,tersus,"['clean', 'neat', 'correct\n']",False
3166,tertius,['third\n'],False
3167,testimonium,"['proof', 'evidence', 'witness', 'indication\n']",False
3168,testis,"['one who gives evidence', 'witness', 'spectator / testicle\n']",False
3169,texo,"['to weave', 'twine together', 'plait', 'construct', 'build\n']",True
3170,texo,['the main verb for weaving of cloth\n'],False
3171,textilis,"['woven fabric', 'piece of cloth\n']",False
3172,textor textrix,['weaver\n'],False
3173,textus,"['woven cloth', 'web\n']",False
3174,thalassinus,['sea-green \n'],False
3175,theatrum,['theater\n'],False
3176,theca,"['case', 'envelope', 'covering\n']",False
3177,thema thematis,['theme\n'],False
3178,thema,"['subject', 'topic', 'theme\n']",False
3179,theologus,['theologian\n'],False
3180,thermae,"['warm springs', 'warm baths\n']",False
3181,thesaurus,"['treasure', 'horde / store-room', 'treasury\n']",False
3182,thesis,"['proposition', 'thesis\n']",False
3183,thorax,['breastplate\n'],False
3184,thymbra,['the herb savory\n'],False
3185,thymum,['the herb thyme\n'],False
3186,tibi: ,"[""(dat) you / I can't give YOU anything but love"", 'baby\n']",False
3187,timeo,"['to fear', 'be afraid', 'dread\n']",True
3188,timidus,"['fearful', 'timid\n']",False
3189,timor,"['fear', 'dread', 'object causing fear\n']",False
3190,titulus,"['abel', 'title', 'placard\n']",False
3191,tolero,"['to tolerate', 'bear', 'endure', 'sustain\n']",True
3192,tollo sustuli sublatum,"['to lift up', 'raise', 'elevate', 'carry away\n']",True
3193,tondeo totondi tonsum,"['shave', 'shear', 'clip', 'mow', 'reap', 'browse\n']",False
3194,tonsor,['barbar\n'],False
3195,Tornacense,['Tournai\n'],False
3196,torqueo,"['to twist', 'curl', 'rack', 'torture', 'torment', 'distort', 'test\n']",True
3197,torrens,"['rushing', 'seething', 'burning', 'parched / a torrent\n']",False
3198,tot,['(indecl) so many \n'],False
3199,totidem,['just as many\n'],False
3200,"toties, toties","['so often', 'so many times\n']",False
3201,"toties, totiens","['so many times', 'so often\n']",False
3202,toties,"['often', 'so many times\n']",False
3203,totus,"['whole', 'entire', 'complete', 'all\n']",False
3204,tracto,"['to drag', 'handle / treat', 'discuss', 'deal with\n']",True
3205,trado tradidi traditum,"['surrender / hand over / transmit', 'teach\n']",False
3206,traho traxi tractum,"['to drag', 'pull / derive', 'get\n']",True
3207,Traiectensium,['Utrecht\n'],False
3208,Traiectum,['Maastricht\n'],False
3209,trans,['(+ acc) across\n'],False
3210,transeo,"['to go over', 'pass over', 'cross over', 'go past\n']",True
3211,transfero transtuli translatum,"['carry across', 'transfer', 'convey\n']",False
3212,transmitto,"['to send', 'carry', 'or convey across\n']",True
3213,tredecim,['(indecl) thirteen\n'],False
3214,Trellum,"['Tre Blon', 'castle in Hannonia\n']",False
3215,tremo,"['to tremble', 'shake', 'shudder\n']",True
3216,trepide,"['with trepidation', 'in confusion', '\n']",False
3217,tres tria,['three\n'],False
3218,Treverim,['Triers\n'],False
3219,tribuo,"['to give out', 'divide', 'allot', 'assign', 'grant', 'give', 'allow\n']",True
3220,tricesimus,['thirtieth\n'],False
3221,triduana,['lasting three days\n'],False
3222,triduanus,"[""three days' duration"", 'lasting three days\n']",False
3223,triduum,['a period of three days\n'],False
3224,triginta,['(inedl) thirty\n'],False
3225,tripudio,"['to leap', 'jump', 'dance (as in a religious procession) \n']",True
3226,tristis,"['sad', 'gloomy', 'downcast\n']",False
3227,Trium Fontium,"['Trois-Fontaines', 'Marne', 'Vitry-le-Francais\n']",False
3228,triumphus,"['triumphal procession', 'triumph\n']",False
3229,trucido,"['to kill cruelly', 'slay', 'butcher', 'massacre', 'slaughter\n']",True
3230,truculenter,"['(adv) wildly', 'savagely', 'fiercely', 'cruelly', 'roughly\n']",False
3231,tu,"['you  / Old Heidelberg', 'you are the finest\n']",False
3232,tubineus,['cone shaped\n'],False
3233,tui,"['your yours / I read YOUR letter that said', 'dear John \n']",False
3234,tum,"['at that time', 'then / thereupon', 'in the next place\n']",False
3235,tumultus,"['uprising', 'disturbance', 'riot', 'tumult\n']",False
3236,tumulus,"['mound', 'grave', 'heap of earth\n']",False
3237,tunc,"['then', 'at that time\n']",False
3238,Tungris,['Tongres\n'],False
3239,turba,"['uproar', 'disturbance / mob', 'crowd', 'multitude\n']",False
3240,turbatio,"['disturbance', 'confusion\n']",False
3241,turbatus,"['angered', 'exasperated / disturbed', 'restless', 'troubled\n']",False
3242,"turbo, onis","['hurricane tornado', 'that which spins\n']",False
3243,turbo,"['to disturb', 'upset', 'throw into disorder', 'confuse', 'unsettle\n']",True
3244,turpe,['a disgrace\n'],False
3245,turpis,"['foul', 'ugly', 'disgraceful', 'morally corrupt\n']",False
3246,tutamen tutaminis,"['defense', 'protection\n']",False
3247,tutis,"['protected', 'safe', 'secure\n']",False
3248,tyrannus,"['tyrant', 'absolute ruler\n']",False
3249,ubi,"['when', 'as soon as / wherein', 'whereby', 'whereas \n']",False
3250,ulciscor,"['to take vengeance for', 'avenge / take vengeance on\n']",True
3251,ullus,['any\n'],False
3252,ulterius,"['farther', 'more advanced', 'more remote\n']",False
3253,ultio ultionis,"['avenging', 'punishment', 'revenge\n']",False
3254,ultra(+ acc.),"['farther (than)', 'more (than)\n']",False
3255,ultra,"['(+ acc) beyond', 'on the far side of\n']",False
3256,umbra,"['shade', 'shadow\n']",False
3257,umerus humerus,"['shoulder', 'upper arm\n']",False
3258,umquam,"['ever', 'at any time\n']",False
3259,una,"['(adv) in one', 'together\n']",False
3260,unde,"['whence', 'from where / how', 'from whom\n']",False
3261,undique,"['from all sides', 'everywhere', 'on all sides', 'altogether\n']",False
3262,universe,"['generally', 'in general\n']",False
3263,universi,['all together\n'],False
3264,universitas,"['the whole', 'total', 'universe', 'world / university\n']",False
3265,universum,"['universe', 'the world\n']",False
3266,universus,"['combined in one', 'whole', 'entire\n']",False
3267,unus,"['one', 'only one', 'at the same time / single', 'alone\n']",False
3268,urbanus,"['urban', 'urbane', 'pertaining to the city\n']",False
3269,urbs urbis,['city\n'],False
3270,uredo,['a plant blight\n'],False
3271,us,"['foreign', 'acquired\n']",False
3272,usitas,"['customary', 'usual\n']",False
3273,usque,"['all the way', 'up (to)', 'even (to)\n']",False
3274,ustilo,"['to burn (Herimannn', 'p 308)\n']",True
3275,ustulo,"['to burn', 'scorch', 'singe\n']",True
3276,usus,"['use', 'experience', 'skill', 'advantage\n']",False
3277,ut,"['(+ subj) (result) so that', 'that\n']",False
3278,ut,"['(+ subj) (purpose) in order that', 'to', 'that \n']",False
3279,ut,"['(+ indic) when', 'as\n']",False
3280,ut,"['(+ subj) (command) to', 'that\n']",False
3281,uter utrius,['either of the two\n'],False
3282,uterque,"['(gen utriusque) both', 'each side', 'each party\n']",False
3283,Uticensium,['Evroul\n'],False
3284,utilis,"['useful', 'advantageous', 'helpful\n']",False
3285,utilitas,"['utility', 'usefulness\n']",False
3286,utique,"['at any rate', 'certainly', 'at least\n']",False
3287,utor uti usus,"['to use', 'employ', 'possess', 'enjoy / associate with', 'find\n']",True
3288,utpote,"['seeing that', 'inasmuch as\n']",False
3289,utpote,"['adv namely', 'seeing that', 'inasmuch as', 'since\n']",False
3290,utrimque,"['from both sides', 'on both sides\n']",False
3291,utroque,"['to both sides', 'in both directions / at each point\n']",True
3292,utrum,['whether \n'],False
3293,utrum ... an,['whether  or\n'],False
3294,uxor,"['wife', 'spouse\n']",False
3295,vacuus,"['empty', 'devoid of', 'free from\n']",False
3296,vado,"['go', 'hasten', 'rush\n']",False
3297,vae,"['(interj)', 'woe', 'alas', 'woe to\n']",False
3298,valde,"['intensely', 'very much', 'extremely', 'greatly\n']",False
3299,valens,"['strong', 'powerful', 'healthy / able', 'worthwhile\n']",False
3300,valeo valui valiturus,"['to be strong', 'have power', 'be well\n']",True
3301,valetudo,"['health good health', 'bad health\n']",False
3302,validus,"['strong', 'mighty', 'powerful', 'exceeding\n']",False
3303,vallum,"['palisade', 'earthen wall', 'entrenchment', 'rampart\n']",False
3304,vapulus,"['flogged', 'beaten', 'knocked about\n']",False
3305,varietas,"['variety', 'differences', 'diversity\n']",False
3306,varius,"['various', 'varied\n']",False
3307,vehemens,"['violent', 'furious', 'impetuous\n']",False
3308,vehementer,"['violently', 'forcefully', 'strongly', 'exceedingly\n']",False
3309,vel,"['or', '(adv) even', 'actually', 'for example\n']",False
3310,velociter: ,"['quickly', 'rapidly', 'swiftly\n']",False
3311,velox,"['quick', 'rapid', 'swift', 'fast\n']",False
3312,velum,"['sail', 'covering', 'awning', 'curtain\n']",False
3313,velut,"['adv just as', 'like', 'even as\n']",False
3314,Vendolius,['Vendeuil\n'],False
3315,venia,"['grace', 'indulgence', 'favor', 'pardon', 'forgiveness\n']",False
3316,venio veni ventum,['to come\n'],True
3317,ventito,"['to come often', 'to visit frequently\n']",True
3318,ventosus,"['full of wind', 'windy', 'breezy\n']",False
3319,ventus,"['wind', 'rumor', 'favor\n']",False
3320,ventus,['wind\n'],False
3321,venustas,"['loveliness', 'charm', 'attractiveness', 'beauty\n']",False
3322,"ver, veris","['spring', 'the production of spring\n']",False
3323,verbera,"['(in pl) blows', 'a beating', 'thrashing\n']",False
3324,verbum,['word\n'],False
3325,vere,"['truly', 'really', 'actually', 'rightly\n']",False
3326,verecundia,"['feeling of shame', 'shame', 'bashfulness\n']",False
3327,vereor,"['to respect', 'fear', 'be in dread of', 'to be afraid\n']",True
3328,vergo,"['to bend', 'incline', 'verge', 'to draw to an end\n']",True
3329,veritas,['truth\n'],False
3330,Vernandense,['Vermandois\n'],False
3331,vero,"['in truth', 'indeed', 'to be sure / however\n']",False
3332,versus,"['line', 'verse\n']",False
3333,verto,"['to turn', 'turn around', 'turn up / to put to flight', 'rout\n']",True
3334,verto,"['to flee / interpret', 'understand / upset', 'overthrow\n']",True
3335,verumtamen verumptamen,"['notwithstanding', 'nevertheless\n']",False
3336,verus,"['true', 'real', 'proper', 'right\n']",False
3337,"vesco, vescor","['to feed', 'to eat\n']",True
3338,vesica,"['bladder', 'bladder-like tumor\n']",False
3339,vesper,"['evening star', 'evening\n']",False
3340,vespera,"['evening prayer', 'vespers \n']",False
3341,vespillo,['undertaker\n'],False
3342,vester vestra vestrum,"['(pl) your', 'yours\n']",False
3343,vestigium,"['footstep', 'trace', 'mark\n']",False
3344,vestio vestivi vestitum,['to clothe\n'],True
3345,vestis,"['clothing', 'garment', 'covering', 'blanket', 'carpet', 'tapestry\n']",False
3346,vestrum  vestri,['your yours / you make sing about YOUR pretty gals\n'],False
3347,vetus,['old\n'],False
3348,via,"['road', 'way', 'street\n']",False
3349,vicinus,['neighbor / (med) resident\n'],False
3350,vicissitudo: ,"['change', 'alteration\n']",False
3351,victor,"['victor', 'winner\n']",False
3352,victoria,['victory\n'],False
3353,victus,"['living', 'manner of life / nourishment', 'food\n']",False
3354,videlicet,"['it is clear / (adv) clearly', 'plainly', 'namely\n']",False
3355,videlicet,"['(adv) (ironically) of course', 'to be sure\n']",False
3356,video vidi visum,"['to see', 'observe', 'understand', 'comprehend\n']",True
3357,videor,"['to be seen', 'seem', 'appear\n']",True
3358,viduata,"['deprived', 'widowed', 'bereft\n']",False
3359,viduo,['to deprive\n'],True
3360,vigilo,"['to be awake', 'watch', 'be vigilant / to keep vigil\n']",True
3361,vigor,"['vigor', 'liveliness\n']",False
3362,"vilicus, villicus","['pertaining to an estate', 'overseer', 'steward\n']",False
3363,vilis,"['cheap', 'worth little\n']",False
3364,vilitas,"['cheapness', 'low-price', 'worthlessness\n']",False
3365,villa,"['country house', 'country estate / (med) manor', 'village\n']",False
3366,vinco vici victum,"['conquer', 'overcome', 'master', 'win', 'surpass', 'excel\n']",False
3367,vinculum,"['bond', 'fetter', 'tie\n']",False
3368,vindico (vindicatum),"['claim', 'arrogate', 'assume', 'appropriate\n']",False
3369,vindico,"['to liberate', 'deliver / punish', 'avenge / claim', 'assume\n']",True
3370,vindico,"['to avenge', 'punish', 'liberate', 'deliver', 'protect\n']",True
3371,vinitor,['vine-dresser (a man who prunes grape vines)\n'],False
3372,vinum,['wine\n'],False
3373,vir,"['man', 'hero', 'man of courage \n']",False
3374,virga,"['a green twig', 'rod', 'stick', 'wand', 'broom', 'streak', 'stripe\n']",False
